int_rank,like_rank,interactions,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags
74,149,3.56,5Fi_8WJgRSc,What Difference Do Motorbikes Make In Bike Races? | GCN Does Science,09/07/2017,11:00:01,157382,2321,331,06:29,"['cycling motorbike race convoy', 'cycling race convoy', 'cycling convoy', 'race convoy', 'motorbike pacing', 'motorpacing', 'slipstreaming', 'watt saving cycling', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'sitting behind a motorbike', 'motopacing', 'derny racing', 'derny pacing', 'jul17', 'sec-feature', 'plsc', 'sca15', 'gc21s', 'gc11shs', 'gc04s1', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'd1', 'p1', 'Ղ', 'Ա', 'Ի', 'Ձ']"
75,42,3.54,lqSbc0qjVZk,Drop Bars Vs Flats | Can A Hybrid Bike Be Just As Fast As A Road Bike?,07/02/2021,10:00:30,698706,12554,1226,12:41,"['hybrid', 'road bike', 'flat', 'drop', 'handlebar', 'drop bar', 'flat bar', 'fast', 'aero', 'comfortable', 'is a hyrbid good', 'hybrid road bike', 'are hybrids fast', ""what's the difference"", 'vs', 'tt', 'position', 'faster', 'town', 'commute', 'commuting', 'training', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'ollie', 'bridgewood', 'si', 'richardson', 'sec-feature', 'gc21s', 'r1', 'c1', 'ꗶ', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'パ', 'ꔴ', 'ළ', 'Ա', 'Ժ', 'Ձ', 'ፕ15', '4234']"
76,128,3.51,4hym7pbUTuc,Superbike Or Hyperbike? | The New Canyon Ultimate EVO Vs Alpe dquot;Huez,14/07/2019,09:00:00,227941,3878,421,14:38,"['superbike', 'super', 'bike', 'hyperbike', 'hyper', 'expensive', 'cheap', 'new', 'canyon', 'canyon ultimate', 'ultimate', 'EVO', 'carbon', 'fiber', 'light', 'weight', 'heavy', 'aero', 'aero bike', 'light bike', 'weigh', 'gravel', 'tyre', 'tire', 'clearance', 'alp', ""d'huez"", 'climbing', 'climb', 'alps', 'france', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'sec-feature', 'sca15', 'gc11shs', 'ඃ', 'c3', 'h3', 'gc11sas', 'ཋ', 'ऊ', 'ළ', 'Բ', '3660']"
76,138,3.51,bjrNuPjACnU,Is Crank Length Important To Professional Cyclists?,24/02/2017,17:08:22,256070,3130,596,07:07,None
78,56,3.47,XfAzmW0LDNw,Is This Cycling#39;s Next Big Thing? | Road Bike Vs MONSTER Gravel Bike,14/08/2021,09:00:27,538903,9900,883,11:04,"['conor', 'dunne', 'tall', 'big', 'giant', 'massive', 'wheels', 'fit', 'fits', '36er', 'big wheels', 'large', '700c', 'vs', 'el alto', 'funny', 'fun', 'joke', 'novelty', 'reinventing', 'jumps', 'off road', 'trail', 'social', 'ride', 'challenge', 'steep', 'hill', '25%', 'hill climb', 'crash', 'mud', 'dirt', 'wet', 'giraffe', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'james', 'lowsley', 'williams', 'sec-feature', 'sca15', 'ិ', 'ꗧ', 'c1', 'ꔈ', 'ꗶ', 'Ղ', 'n1', 'ཋ', 'ସ', 'ଙ', 'ホ', 'ᠫ', 'パ', 'ው', 'ꖐ', 'ꕉ', 'ፕ15', '꘎', 'ዮ', '4422']"
79,41,3.45,4cYssxdg4MY,How Does The Tour de France Impact Rider Health amp; Fitness? | Exclusive Pro HR Data,18/09/2020,17:48:09,585835,12851,744,15:09,"['heart rate', 'heartrate', 'whoop', 'resting heart rate', 'resting', 'rest', 'heart heart', 'fitness', 'health', 'strain', 'pro cyclist', 'professional cyclist', 'EF Education First', 'tour de france', 'le tour', 'france', 'grand tour', 'racing', 'bike race', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'c3', 'ホ', 'ィ', 'ଛ', 'ዩ', 'ළ', 'ꖃ', 'Բ', 'Ե', 'Լ', 'Կ', 'ፕ15', 'ュ', 'ዮ', '4092', 'data', 'power', 'sleep', 'recovery', 'recover', 'body', 'physiology', 'change', 'affect', 'impact']"
80,15,3.39,CCAwg9OMa84,Can A Folding Bike Climb? Superbike Vs Brompton Challenge!,21/11/2021,10:00:11,901799,22963,778,07:24,"['brompton', 'brompton bike', 'brompton race', 'brompton vs superbike', 'superbike vs brompton', 'folding bike', 'city bike', 'climb', 'hill climb', 'amateur vs pro', 'andrew feather', 'feather', 'cheddar gorge', 'race', 'cycling', 'cyclist', 'challenge', 'gcn challenge', 'how fast', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'ollie', 'ollie bridgewood', 'sec-feature', 'sca15', 'gc21s', 'ិ', 'ꗧ', 'c1', 'ꗶ', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'パ', 'ළ', 'ꕉ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ュ', 'ዮ', '4521', 'n1', 'ඡ']"
81,124,3.37,Weaf2ttJ3Tg,How Much Money Does A Professional Cyclist Get Paid? | GCN Show Ep.343,06/08/2019,17:16:45,267013,4069,506,08:59,"['money', 'paid', 'wage', 'minimum wage', 'prize money', 'earn', 'professional cyclist', 'pro', 'pro cyclist', 'rich', 'how much does a pro cyclist earn?', 'poland', 'tour of poland', 'gcn events', 'avoriaz', 'tour de france prize money', 'win', 'euros', 'dollars', 'pounds', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'GCN Cycling', 'velo', 'dan', 'lloyd', 'chris', 'opie', 'པ', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'n1', 'q1', 'ඡ', 'e3', 'Ղ', 'ཋ', 'gc11shb', 'gc22b', 'ළ', 'Բ', 'Ձ', '3683', 'ፉ']"
82,25,3.36,L7YJPHXlO-8,Tandem Vs 1 | Are 2 Riders On A Tandem Faster Than 1 Roadie?,19/06/2021,09:00:06,757877,18339,726,09:36,"['2 vs 1', '3 vs 1', '4 vs 1', 'tt bike', 'tandem', 'tandem bike', 'team time trial', 'vs', 'race', 'challenge', 'aero', 'aerodynamic', 'power', 'stoker', 'pilot', 'john', 'schubert', '100 mile record', 'world record', 'tandem race', 'para', 'para cyclist', 'lap', 'track', 'laps', 'time trial', 'tt', 'pursuit', 'catch', 'chase', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'ollie', 'conor', 'dunne', 'sec-feature', 'sca15', 'ꗧ', 'r1', 'c1', 'ꗶ', 'n1', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'パ', 'ィ', 'ළ', 'ꔹ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ュ', 'ዮ', 'ጞ', '4366']"
82,13,3.36,vcOKfTnRIII,Carbon Vs Aluminium Vs Titanium Vs Steel: Which Bike Frame Material Is Best?,22/05/2021,09:00:17,1402997,24571,2260,27:41:00,"['ribble', 'cgr', 'cross', 'cyclocross', 'gravel', 'road', 'ribble bikes', 'test', 'compare', 'titanium', 'ti', 'aluminium', 'alu', 'alloy', 'carbon', 'carbon fibre', 'steel', 'steel frame', 'steel is real', 'ribble concept store', 'ribble valley', 'north west', 'north', 'clitheroe', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'simon', 'richardson', 'ollie', 'oliver', 'bridgewood', 'alex', 'paton', 'sec-feature', 'gc11shs', 'ꗧ', 'ଐ', 'r1', 'gc11sas', 'ସ', 'ホ', 'ᠫ', 'ᢙ', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ズ', 'ኾ', '꘎', 'ዮ', '4338']"
84,134,3.34,X_vtc0lMYRw,"What Does MIPS Do? | Cycling Helmets, Concussion amp; Brain Injuries",01/02/2020,10:00:13,173562,3513,238,18:16,"['mips', 'helmet', 'cycling helmet', 'safety', 'crash', 'crash test', 'bike crash', 'sweden', 'protection', 'lab test', 'brain', 'injury', 'factory', 'tour', 'research', 'science', 'neurology', 'crash protection', 'impact', 'sports injury', 'MIPS', 'concussion', 'brain injury', 'head injury', 'head', 'prevent', 'bicycle crash', 'testing', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'Chris Opie', 'Opie', 'sec-feature', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'gc11sas', 'Ꮋ', 'Ղ', 'ཋ', 'ሙ', 'ጉ', 'ዩ', 'ළ', 'Գ', 'Ժ', 'Ի', 'Ծ', 'Ձ', 'ፕ24', '3841']"
85,69,3.33,X3jFDmeZyWU,Spinning Vs Grinding: What Is The Best Cadence For Climbing?,30/03/2022,16:00:59,444814,8709,618,12:52,"['andrew', 'feather', 'andrew feather', 'the twig', 'twig', 'wahoo', 'powerlink', 'powrlink', 'powrlink zero', 'zero', 'dual', 'dual sided', 'dual-sided', 'pedals', 'power meter', 'power', 'cadence', 'spin', 'spinning', 'grind', 'grinding', 'climb', 'climbing', 'technique', 'gear', 'gears', 'bannerdown', 'col de bannerdown', 'science', 'test', 'race', 'vs', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'conor', 'sec-feature', 'gc21s', 'ិ', 'ꗧ', 'c1', 'ꗶ', 'Ղ', 'n1', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ᠫ', 'パ', '𐒎', 'ꕈ', 'ዩ', 'ළ', 'Ꮽ', 'Բ', 'Լ', 'Ծ', 'Հ', 'ፕ15', 'ヵ', 'ጞ', '4650']"
86,119,3.32,y-GhJ3zIPCw,Can Aero Road Bikes Climb? | New Cannondale SystemSix,02/07/2018,13:43:44,346854,4224,738,08:46,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'new cannondale', 'cannondale', 'aero bike', 'aero road bike', 'aerodyanmics', 'cannondale systemsix', 'systemsix', 'aero vs lightweight', 'climbing', 'climb fast', 'gradient', 'steep hills', 'steep climb', 'climb faster', 'science', 'speed', 'cda', 'girona', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'sec-feature', 'gc11shs', 'gc04s1', 'c3', 'd1', 'p1', 'Ղ', 'ཋ', 'ஜ', 'Ա', 'Ի', 'Ծ', 'Ձ']"
87,51,3.3,cSN5fhS9B-o,Can We Qualify For The World Championships Of GranFondo? | GCN Rides RBC Whistler,22/09/2019,09:00:07,490881,10669,563,17:39,"['granfondo', 'gran fondo', 'gran', 'fondo', 'world championships', 'worlds', 'world', 'championships', 'champion', 'UCI', 'whistler', 'vancouver', 'race', 'racing', 'rbc granfondo', 'canada', 'long ride', 'epic ride', 'climb', 'summit', 'to', 'sea', 'highway', 'sportive', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'jeremy', 'powers', 'sec-feature', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'h3', 'gc11sas', 'p1', 'ක', 'Ղ', 'ཋ', 'ៈ', 'ළ', 'Բ', 'Ծ', 'ፕ15', '3730']"
87,75,3.3,E3C5RzQrTvw,What#39;s The Fastest Tyre Pressure For A Road Bike? | GCN Does Science,01/07/2018,09:00:02,512827,7826,916,10:39,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'tyre pressure', 'tire pressure', 'tyre', 'tire', 'fast', 'speed', 'rolling resistance', 'puncture', 'rough roads', 'experiement', 'science', 'lab test', 'physics', 'explainer', 'optimum tyre pressure', 'best tyre pressure', 'pinch puncture', 'snake bite', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'emma pooley', 'sec-feature', 'gc21s', 'gc11shs', 'gc04s1', 'c3', 'c1', 'h3', 'gc11sas', 'd1', 'd2', 'Ղ', 'ཋ', 'Բ', 'Ը', 'Լ', 'Ծ', 'Հ', '3282']"
89,80,3.29,xlyuWSrbGyk,"Smaller Wheels, More Fun? 650B VS 700C",21/01/2018,19:00:05,465644,7515,787,18:43,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', '650b', '700c', 'small wheels', 'roll faster', 'efficient', 'gravel', 'offroad', 'cyclocross', 'road', 'grip', 'tires', 'tyres', 'pneumatic trail', 'trail', 'geometry', 'bike geometry', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'dan lloyd', 'sec-feature', 'plsc', 'b1', 'gc11shs', 'gc04s1', 'c3', 'r1', 'h3', 'Ղ', 'gc24b', 'Բ', 'Ի', 'Ծ', 'Ձ', '3121']"
90,55,3.28,pE3JqC90heQ,Time Trial Bike Vs De-Restricted E Bike: Which Is Faster?,09/04/2022,09:00:34,445496,10041,461,08:05,"['ebike', 'ebikes', 'e-bike', 'e-bikes', 'e bike', 'e bikes', 'tt', 'tt bike', 'time trial', 'time trial bike', 'derestricted', 'de-restricted', 'unrestricted', 'un-restricted', 'unlimited', 'delimited', 'de-limited', 'tuned', 'motor', 'battery', 'power', 'speed', 'fast', 'faster', 'fastest', 'race', 'challenge', 'vs', 'orbea', 'ordu', 'canyon', 'grail:on', 'grail on', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', 'ិ', 'ꗧ', 'c1', 'ꗶ', 'Ղ', 'ඡ', 'ସ', 'ଙ', 'ホ', 'ᠫ', 'パ', 'ළ', 'ᡞ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ヵ', 'ጞ', 'ዾ', '꘎', '4660']"
91,129,3.27,AMIR-UwDPoc,"GCN#39;s DIY Aero Road Bike – It#39;s Free, But Is It Faster?",18/03/2018,17:00:00,226640,3721,379,9:22:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'aero bike', 'bike', 'diy', 'do it yourself', 'aero bicycle', 'road cycling', 'road racing', 'wind tunnel', 'aerodynamics', 'aero', 'science', 'test', 'flow', 'resistance', 'frontal area', 'yaw', 'drag', 'tt', 'time trial', 'orbea', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'emma pooley', 'sec-feature', 'plsc', 'gc21s', 'gc11shs', 'gc04s1', 'c3', 'Ꮈ', 'h3', 'gc11sas', 'Ղ', 'Ա', 'Ի', 'Ծ', 'Ձ', '3177']"
92,102,3.26,Oa-FZvQw-kM,Inspired By The Tour de France? Here#39;s How To Do Your First Bike Race With GTN,28/07/2019,09:00:00,263989,5574,310,14:20,"['first race', 'racing', 'race', 'how to', 'get into', 'start', 'start racing', 'bike race', 'triathlete', 'triathlon', 'corner', 'cornering', 'crit', 'criterium', 'road race', 'group ride', 'skills', 'bike skills', 'prepare', 'tactics', 'beginner', 'guide', 'peloton', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'fraser', 'cartmell', 'sec-feature', 'sca15', 'gc11shs', 'ඃ', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'Ꮋ', 'p1', 'ළ', 'Բ', 'Խ', '3674']"
93,38,3.24,X7zZ4OROgeQ,The 30MPH Road Bike Challenge | Can Si Break 20 Minutes For A 10 Mile Time Trial?,15/08/2021,09:00:11,676622,13527,846,18:38:00,"['tt', 'time-trial', '10 mile', 'ten mile', 'mile', 'time trial', 'sub-20', '20 minutes', '20', 'fast', 'aero', 'nopinz', 'aerolab', 'aerodynamic', 'aerodynamics', 'upgrades', 'bottle cage', 'bottle cages', 'uci', 'legal', 'deep section', 'wheels', 'latex tubes', 'pirelli tt', 'skinsuit', 'speedsuit', 'speed', 'aero socks', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ិ', 'ꗧ', 'ଐ', 'c1', 'ꗶ', 'Ꮋ', 'Ղ', 'ଙ', 'ホ', 'パ', 'ው', 'ꖐ', 'ᠼ', 'ዩ', 'ፕ15', 'ኾ', '4423']"
94,93,3.23,3P2Vrh3QjBw,Aero Bars Vs Drops - Which Is Fastest? | GCN Does Science,17/06/2018,16:00:00,331550,5979,489,6:43:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'aero bars', 'clip on bars', 'drops', 'cycling position', 'aerodynamics', 'time trial', 'cda', 'drag', 'aero', 'drag coefficient', 'speed', 'aero test', 'wind tunnel', 'frontal area', 'tt bars', 'time trial position', 'tt position', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'emma pooley', 'sec-feature', 'plsc', 'gc21s', 'gc11shs', 'gc04s1', 'c3', 'c1', 'h3', 'gc11sas', 'd1', 'p1', 'e2', 'Ղ', 'Ա', 'Ը', 'Լ', 'Ծ', 'Ձ', '3268']"
95,132,3.21,NqDHGPjWZk0,Should You Use Chamois Cream?,01/11/2017,16:57:46,215257,3576,344,5:48:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'chamois', 'chamois cream', 'creme', 'chammy', 'chammie', 'butter', 'chafing', 'saddle sore', 'saddle sores', 'cycling kit', 'cycling clothing', 'bib shorts', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'matt stephens', 'dan lloyd', 'sec-feature', 'plc101', 'pllap', 'gc11shs', 'gc04s1', 'c3', 'h3', 'gc11sas', 'e2', 'Ա', 'Ը', 'Լ', 'Ձ', '3040', '70']"
96,66,3.2,OPXD5OH0S8g,What To Wear For Cycling? Cycling Kit Vs Casual Clothes,02/06/2019,09:00:07,662637,8995,1237,07:50,"['cycling kit', 'wear', 'what to wear cycling', 'clothing', 'clothes', 'jersey', 'shorts', 'lycra', 'spandex', 'baggy', 'tight', 'gear', 'waterproof', 'layers', 'layering', 'warm', 'dry', 'wicking', 'wick', 'sweat', 'breathable', 'clothing guide', 'hot', 'fabric', 'performance', 'design', 'cut', 'shimano', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si richardson', 'katherine', 'sec-feature', 'sca15', 'gc21s', 'gc11shs', 'ඃ', 'c1', 'h3', 'gc11sas', 'Ղ', 'ཋ', 'ව', 'ඵ', 'Ա', 'Ժ', 'Ի', 'Ծ', 'Հ', '3617', 'sphyre']"
97,36,3.18,QFTLBSz2P5k,1x Vs 2x Groupsets: Which Is Best For Your Gravel Bike?,13/12/2019,14:10:46,811027,13914,1191,11:30,"['1x', '2x', 'groupset', 'shimano', 'sram', 'Shimano', 'SRAM', 'drivechain', 'chain', 'chainring', 'narrow wide', 'gravel bike', 'off-road', 'mountain bike', 'gravel', 'groad', 'GRX', 'single ring', 'ring', 'derailleur', 'clutch', 'gears', 'gear ratios', 'ratio', 'pros', 'cons', 'advantages', 'cassette', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'sec-feature', 'sca15', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'c1', 'h3', 'gc11sas', 'n1', 'Ղ', 'ួ', 'ዩ', 'ළ', 'Գ', 'Ժ', 'Ի', 'ፕ11', '3812']"
98,94,3.15,zO0-EmlkP1M,Garbage Vs Gravel Bike | How Does Our Cheap Gravel Bike Compare?,01/09/2019,09:00:07,361590,5925,554,8:21:00,"['gravel', 'upgrade', 'project', 'vintage', 'retro', 'adventure', 'off road', 'mtb', 'mountain bike', 'saracen', 'upgrades', 'cheap', 'vintage bike', 'crank', '1x', 'drop bars', 'shifters', 'bars', 'alloy', 'chainring', 'stem', 'parts', 'bike build', 'how to', 'build a bike', 'gravel bike', 'groad', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'chris', 'opie', 'sec-feature', 'sca15', 'gc11shs', 'ඃ', 'c3', 'gc11sas', '3709']"
98,105,3.15,QvO74sZxVs4,What#39;s The Fastest Bike For Riding The Cobbles Of Paris-Roubaix ?,08/04/2017,16:00:03,339903,5414,539,09:37,"['cobble cycling', 'cycling cobblestones', 'fastest bike', 'best bike', 'paris roubaix', ""Carrefour de l'Arbre cyclingGCN"", 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'canyon exceed', 'orbea avant', 'trek crockett', 'wahoo elemnt boltap17', 'sec-feature', 'plor', 'sca15', 'gc21s', 'b1', 'gc04s1', 'c3', 'Ꮈ', 'r1', 'h3', 'gc11sas', 'k1', 'p1', 'Ղ', 'Ա', 'Լ', 'Ձ']"
100,135,3.13,olTs4oR3Kh8,Women#39;s Bike Vs Men#39;s Bike: Do Women Need A Women#39;s Specific Road Bike?,06/12/2016,12:00:03,245815,3371,448,03:29,"[""women's bike"", ""women's specific bike"", 'choose a bike', ""do i need a women's specific bike"", 'road bike', 'choose a road bike', 'how to choose a road bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', ""women's cycling"", 'bike choice', 'how to choose a bike', 'road bicycle', 'd16', 'sec-how-to', 'gc04s1', 'gc18s', 'sreyn15', 'b1', 'p1']"
